value,yhat,variable,response,Type
2837.475451660156,-0.3941589230136055,MAP,Exotic Dominance,Climate
2900.6390881347656,-0.39387933702707084,MAP,Exotic Dominance,Climate
2963.802724609375,-0.39387933702707084,MAP,Exotic Dominance,Climate
3026.9663610839843,-0.3938866461577408,MAP,Exotic Dominance,Climate
3090.129997558594,-0.38575661178091375,MAP,Exotic Dominance,Climate
3153.293634033203,-0.38166239325248424,MAP,Exotic Dominance,Climate
3216.4572705078126,-0.3794885219478329,MAP,Exotic Dominance,Climate
3279.6209069824217,-0.36080196831808503,MAP,Exotic Dominance,Climate
3342.7845434570313,-0.36080196831808503,MAP,Exotic Dominance,Climate
3405.948179931641,-0.36080196831808503,MAP,Exotic Dominance,Climate
3469.11181640625,-0.36080196831808503,MAP,Exotic Dominance,Climate
0.0945625,1.2598698780346522,mean.max.canopy.ht,Exotic Dominance,Structure
1.1324981888,1.4311116785900946,mean.max.canopy.ht,Exotic Dominance,Structure
2.1704338776,-0.23390362602861173,mean.max.canopy.ht,Exotic Dominance,Structure
3.2083695663999996,-0.3271557112650099,mean.max.canopy.ht,Exotic Dominance,Structure
4.2463052552,-0.3634535543472224,mean.max.canopy.ht,Exotic Dominance,Structure
5.284240944,-0.43848333511139975,mean.max.canopy.ht,Exotic Dominance,Structure
6.3221766328,-0.45021361630853896,mean.max.canopy.ht,Exotic Dominance,Structure
7.3601123216,-0.4546258478225746,mean.max.canopy.ht,Exotic Dominance,Structure
8.3980480104,-0.4548748847205532,mean.max.canopy.ht,Exotic Dominance,Structure
9.4359836992,-0.47777165990764037,mean.max.canopy.ht,Exotic Dominance,Structure
10.473919388,-0.48165619866239784,mean.max.canopy.ht,Exotic Dominance,Structure
11.5118550768,-0.4974150870198428,mean.max.canopy.ht,Exotic Dominance,Structure
12.5497907656,-0.5026075848727087,mean.max.canopy.ht,Exotic Dominance,Structure
13.5877264544,-0.5031605908791147,mean.max.canopy.ht,Exotic Dominance,Structure
14.6256621432,-0.4833968705721992,mean.max.canopy.ht,Exotic Dominance,Structure
15.663597832,-0.49182588406818223,mean.max.canopy.ht,Exotic Dominance,Structure
16.701533520799998,-0.4827789761405898,mean.max.canopy.ht,Exotic Dominance,Structure
17.7394692096,-0.46684899350610676,mean.max.canopy.ht,Exotic Dominance,Structure
18.777404898399997,-0.4451976466106977,mean.max.canopy.ht,Exotic Dominance,Structure
19.815340587199998,-0.4275981407086244,mean.max.canopy.ht,Exotic Dominance,Structure
20.853276276,-0.4230112998951921,mean.max.canopy.ht,Exotic Dominance,Structure
21.891211964799997,-0.3879822692717729,mean.max.canopy.ht,Exotic Dominance,Structure
22.929147653599998,-0.3860882909827444,mean.max.canopy.ht,Exotic Dominance,Structure
23.9670833424,-0.3761246598212099,mean.max.canopy.ht,Exotic Dominance,Structure
25.005019031199996,-0.38220330385243867,mean.max.canopy.ht,Exotic Dominance,Structure
26.042954719999997,-0.37858804610976365,mean.max.canopy.ht,Exotic Dominance,Structure
27.0808904088,-0.37231734816155293,mean.max.canopy.ht,Exotic Dominance,Structure
28.1188260976,-0.3711118022265763,mean.max.canopy.ht,Exotic Dominance,Structure
29.156761786399997,-0.3627116518407817,mean.max.canopy.ht,Exotic Dominance,Structure
30.194697475199998,-0.3572300530530495,mean.max.canopy.ht,Exotic Dominance,Structure
31.232633164,-0.3559413435378776,mean.max.canopy.ht,Exotic Dominance,Structure
32.270568852800004,-0.35499355658215254,mean.max.canopy.ht,Exotic Dominance,Structure
33.3085045416,-0.35270647069429567,mean.max.canopy.ht,Exotic Dominance,Structure
34.3464402304,-0.35101567985995413,mean.max.canopy.ht,Exotic Dominance,Structure
35.384375919200004,-0.34907239650593525,mean.max.canopy.ht,Exotic Dominance,Structure
36.422311608,-0.33929536049927705,mean.max.canopy.ht,Exotic Dominance,Structure
37.4602472968,-0.2542689009364431,mean.max.canopy.ht,Exotic Dominance,Structure
38.4981829856,-0.25249824679361016,mean.max.canopy.ht,Exotic Dominance,Structure
39.5361186744,-0.25289640703070143,mean.max.canopy.ht,Exotic Dominance,Structure
40.5740543632,-0.25289148352290425,mean.max.canopy.ht,Exotic Dominance,Structure
41.611990052,-0.25280470809966293,mean.max.canopy.ht,Exotic Dominance,Structure
42.6499257408,-0.2520922804833024,mean.max.canopy.ht,Exotic Dominance,Structure
43.6878614296,-0.25206724154536353,mean.max.canopy.ht,Exotic Dominance,Structure
44.7257971184,-0.24793629173551354,mean.max.canopy.ht,Exotic Dominance,Structure
45.7637328072,-0.24792027179674098,mean.max.canopy.ht,Exotic Dominance,Structure
46.801668496,-0.24792027179674098,mean.max.canopy.ht,Exotic Dominance,Structure
47.8396041848,-0.24792536341499735,mean.max.canopy.ht,Exotic Dominance,Structure
48.8775398736,-0.24792536341499735,mean.max.canopy.ht,Exotic Dominance,Structure
49.9154755624,-0.24788343011409528,mean.max.canopy.ht,Exotic Dominance,Structure
50.9534112512,-0.24788343011409528,mean.max.canopy.ht,Exotic Dominance,Structure
51.99134694,-0.24788343011409528,mean.max.canopy.ht,Exotic Dominance,Structure
1.012186908,1.1745330700017131,rumple,Exotic Dominance,Structure
1.1543889858,1.0946605674284817,rumple,Exotic Dominance,Structure
1.2965910636000002,0.39855365922298586,rumple,Exotic Dominance,Structure
1.4387931414000001,-0.014283665889043198,rumple,Exotic Dominance,Structure
1.5809952192,-0.4584957897087716,rumple,Exotic Dominance,Structure
1.723197297,-0.507488435898396,rumple,Exotic Dominance,Structure
1.8653993748,-0.5298515566089909,rumple,Exotic Dominance,Structure
2.0076014526000003,-0.5309576281464237,rumple,Exotic Dominance,Structure
2.1498035304,-0.5356236822381034,rumple,Exotic Dominance,Structure
2.2920056082,-0.530359855236154,rumple,Exotic Dominance,Structure
2.4342076859999997,-0.5237996385116582,rumple,Exotic Dominance,Structure
2.5764097638,-0.510816734008117,rumple,Exotic Dominance,Structure
2.7186118416,-0.5097849490334513,rumple,Exotic Dominance,Structure
2.8608139194,-0.4812153962303392,rumple,Exotic Dominance,Structure
3.0030159972000003,-0.4901482720786972,rumple,Exotic Dominance,Structure
3.145218075,-0.489223258052721,rumple,Exotic Dominance,Structure
3.2874201528,-0.48675442733486357,rumple,Exotic Dominance,Structure
3.4296222305999997,-0.4779235308535153,rumple,Exotic Dominance,Structure
3.5718243084,-0.47612844495172113,rumple,Exotic Dominance,Structure
3.7140263861999996,-0.47638178408481036,rumple,Exotic Dominance,Structure
3.856228464,-0.4749863398496854,rumple,Exotic Dominance,Structure
3.9984305418000003,-0.47601817631435533,rumple,Exotic Dominance,Structure
4.1406326196,-0.47320429235268663,rumple,Exotic Dominance,Structure
4.2828346974,-0.47068727834130636,rumple,Exotic Dominance,Structure
4.4250367752,-0.46418960135668624,rumple,Exotic Dominance,Structure
4.567238853,-0.4641141797297169,rumple,Exotic Dominance,Structure
4.7094409308,-0.4633373937553972,rumple,Exotic Dominance,Structure
4.8516430086,-0.4627478120998504,rumple,Exotic Dominance,Structure
4.9938450864,-0.4591622796377776,rumple,Exotic Dominance,Structure
5.1360471642,-0.4440129163932823,rumple,Exotic Dominance,Structure
5.278249242,-0.43750555463532803,rumple,Exotic Dominance,Structure
5.4204513198,-0.4040128309889753,rumple,Exotic Dominance,Structure
5.5626533976,-0.2522544345226578,rumple,Exotic Dominance,Structure
5.7048554754000005,-0.22508945579879824,rumple,Exotic Dominance,Structure
5.8470575532,-0.20058624126799077,rumple,Exotic Dominance,Structure
5.989259631,-0.06756794929221126,rumple,Exotic Dominance,Structure
6.1314617088,0.1718200857111795,rumple,Exotic Dominance,Structure
6.2736637866,0.17182922175677065,rumple,Exotic Dominance,Structure
6.4158658644,0.20757456035641098,rumple,Exotic Dominance,Structure
6.5580679422,0.20925183618663468,rumple,Exotic Dominance,Structure
6.70027002,0.2282295892183178,rumple,Exotic Dominance,Structure
6.8424720978,0.4250337374689642,rumple,Exotic Dominance,Structure
6.9846741756,0.7983635366629557,rumple,Exotic Dominance,Structure
7.1268762534,0.7907806533302022,rumple,Exotic Dominance,Structure
7.2690783312,0.8990521409380952,rumple,Exotic Dominance,Structure
7.411280409,1.0754355972226721,rumple,Exotic Dominance,Structure
7.5534824868,4.246411305626323,rumple,Exotic Dominance,Structure
7.6956845646,4.246680074291182,rumple,Exotic Dominance,Structure
7.8378866424,4.246680074291182,rumple,Exotic Dominance,Structure
7.9800887202,4.246680074291182,rumple,Exotic Dominance,Structure
8.122290798,4.246680074291182,rumple,Exotic Dominance,Structure
0.3799999952316284,0.03846205791720237,vpdmn,Exotic Dominance,Climate
0.4523999953269958,-0.13452262812826385,vpdmn,Exotic Dominance,Climate
0.5247999954223632,-0.11469377319617746,vpdmn,Exotic Dominance,Climate
0.5971999955177307,-0.0898303685829569,vpdmn,Exotic Dominance,Climate
0.6695999956130981,-0.38741639337114453,vpdmn,Exotic Dominance,Climate
0.7419999957084655,-0.4649697187696832,vpdmn,Exotic Dominance,Climate
0.814399995803833,-0.5376274682172749,vpdmn,Exotic Dominance,Climate
0.8867999958992004,-0.562319105934027,vpdmn,Exotic Dominance,Climate
0.9591999959945678,-0.5872534446136333,vpdmn,Exotic Dominance,Climate
1.0315999960899354,-0.5847473442430704,vpdmn,Exotic Dominance,Climate
1.1039999961853026,-0.5863329728199432,vpdmn,Exotic Dominance,Climate
1.1763999962806702,-0.5826461649007135,vpdmn,Exotic Dominance,Climate
1.2487999963760377,-0.5710848352857834,vpdmn,Exotic Dominance,Climate
1.321199996471405,-0.580843273808676,vpdmn,Exotic Dominance,Climate
1.3935999965667725,-0.5825701135587056,vpdmn,Exotic Dominance,Climate
1.4659999966621398,-0.5659339557221849,vpdmn,Exotic Dominance,Climate
1.5383999967575073,-0.5665490342796717,vpdmn,Exotic Dominance,Climate
1.6107999968528748,-0.5620111988827411,vpdmn,Exotic Dominance,Climate
1.683199996948242,-0.5626331211128847,vpdmn,Exotic Dominance,Climate
1.7555999970436096,-0.562700242381449,vpdmn,Exotic Dominance,Climate
1.8279999971389769,-0.5558390135929603,vpdmn,Exotic Dominance,Climate
1.9003999972343444,-0.5418832537862799,vpdmn,Exotic Dominance,Climate
1.972799997329712,-0.5401011883391329,vpdmn,Exotic Dominance,Climate
2.045199997425079,-0.5399850855268381,vpdmn,Exotic Dominance,Climate
2.117599997520447,-0.5388834036840742,vpdmn,Exotic Dominance,Climate
2.189999997615814,-0.5376090599370764,vpdmn,Exotic Dominance,Climate
2.2623999977111815,-0.5339989950094699,vpdmn,Exotic Dominance,Climate
2.334799997806549,-0.5323536331753785,vpdmn,Exotic Dominance,Climate
2.4071999979019165,-0.5316707054727224,vpdmn,Exotic Dominance,Climate
2.479599997997284,-0.5261350653151604,vpdmn,Exotic Dominance,Climate
2.551999998092651,-0.4732971606013455,vpdmn,Exotic Dominance,Climate
2.624399998188019,-0.4563248593848036,vpdmn,Exotic Dominance,Climate
2.696799998283386,-0.45532974470164905,vpdmn,Exotic Dominance,Climate
2.7691999983787534,-0.45090012570797205,vpdmn,Exotic Dominance,Climate
2.841599998474121,-0.41524063974289427,vpdmn,Exotic Dominance,Climate
2.9139999985694884,-0.2993624605763807,vpdmn,Exotic Dominance,Climate
2.9863999986648557,-0.029399486701259407,vpdmn,Exotic Dominance,Climate
3.0587999987602235,0.47231654739440465,vpdmn,Exotic Dominance,Climate
3.1311999988555907,0.7162828984908639,vpdmn,Exotic Dominance,Climate
3.203599998950958,0.7623448510193952,vpdmn,Exotic Dominance,Climate
3.2759999990463253,0.7710109776054386,vpdmn,Exotic Dominance,Climate
3.348399999141693,0.8661809631165943,vpdmn,Exotic Dominance,Climate
3.4207999992370604,0.9672716324609791,vpdmn,Exotic Dominance,Climate
3.4931999993324276,1.4302118883438668,vpdmn,Exotic Dominance,Climate
3.5655999994277954,1.426289170192977,vpdmn,Exotic Dominance,Climate
3.6379999995231627,1.419434327074176,vpdmn,Exotic Dominance,Climate
3.71039999961853,1.3391061461725273,vpdmn,Exotic Dominance,Climate
3.7827999997138977,1.3249295416221665,vpdmn,Exotic Dominance,Climate
3.855199999809265,1.2768708237146256,vpdmn,Exotic Dominance,Climate
3.9275999999046323,1.2849784246951665,vpdmn,Exotic Dominance,Climate
4,1.2840637468213412,vpdmn,Exotic Dominance,Climate
0.69,4.1452735940155065,minElev,Exotic Dominance,Site
69.0778,0.11725180062814121,minElev,Exotic Dominance,Site
137.4656,0.10574522635795221,minElev,Exotic Dominance,Site
205.8534,-0.224316969946938,minElev,Exotic Dominance,Site
274.2412,-0.26996378749405925,minElev,Exotic Dominance,Site
342.62899999999996,-0.3246121428365497,minElev,Exotic Dominance,Site
411.0168,-0.3844965017571997,minElev,Exotic Dominance,Site
479.4046,-0.3821452475857548,minElev,Exotic Dominance,Site
547.7924,-0.48576839304303016,minElev,Exotic Dominance,Site
616.1802,-0.4931734577992178,minElev,Exotic Dominance,Site
684.568,-0.5078135465680876,minElev,Exotic Dominance,Site
752.9558000000001,-0.5139277877114073,minElev,Exotic Dominance,Site
821.3436,-0.5146981269150152,minElev,Exotic Dominance,Site
889.7314,-0.4845676865207383,minElev,Exotic Dominance,Site
958.1192000000001,-0.4743632422227189,minElev,Exotic Dominance,Site
1026.507,-0.4912750516993245,minElev,Exotic Dominance,Site
1094.8948,-0.4944947408888751,minElev,Exotic Dominance,Site
1163.2826,-0.4818697223098392,minElev,Exotic Dominance,Site
1231.6704,-0.5157651110664286,minElev,Exotic Dominance,Site
1300.0582,-0.53550307718474,minElev,Exotic Dominance,Site
1368.446,-0.5439410548076483,minElev,Exotic Dominance,Site
1436.8338,-0.5444209298411611,minElev,Exotic Dominance,Site
1505.2216,-0.5448417375300534,minElev,Exotic Dominance,Site
1573.6094,-0.5458219895284725,minElev,Exotic Dominance,Site
1641.9972,-0.537019879608404,minElev,Exotic Dominance,Site
1710.385,-0.5371508378820383,minElev,Exotic Dominance,Site
1778.7728,-0.5378648497111088,minElev,Exotic Dominance,Site
1847.1606,-0.5368180033379851,minElev,Exotic Dominance,Site
1915.5484000000001,-0.5415691543368883,minElev,Exotic Dominance,Site
1983.9362,-0.5464964169872182,minElev,Exotic Dominance,Site
2052.324,-0.5496248734099834,minElev,Exotic Dominance,Site
2120.7118,-0.5499513208571525,minElev,Exotic Dominance,Site
2189.0996,-0.553818568311824,minElev,Exotic Dominance,Site
2257.4874,-0.5539259179704944,minElev,Exotic Dominance,Site
2325.8752,-0.5539259179704944,minElev,Exotic Dominance,Site
2394.263,-0.5585137369162176,minElev,Exotic Dominance,Site
2462.6508,-0.5587630946222708,minElev,Exotic Dominance,Site
2531.0386,-0.5584461064885328,minElev,Exotic Dominance,Site
2599.4264,-0.5584078436975307,minElev,Exotic Dominance,Site
2667.8142,-0.5587292298157532,minElev,Exotic Dominance,Site
2736.2019999999998,-0.5585433661472733,minElev,Exotic Dominance,Site
2804.5898,-0.5591553351459172,minElev,Exotic Dominance,Site
2872.9776,-0.5588324799043719,minElev,Exotic Dominance,Site
2941.3654,-0.5588324799043719,minElev,Exotic Dominance,Site
3009.7532,-0.5588324799043719,minElev,Exotic Dominance,Site
3078.141,-0.5588335085358807,minElev,Exotic Dominance,Site
3146.5288,-0.5588335085358807,minElev,Exotic Dominance,Site
3214.9166,-0.5588335085358807,minElev,Exotic Dominance,Site
3283.3044,-0.5588356994753404,minElev,Exotic Dominance,Site
3351.6922,-0.5588356994753404,minElev,Exotic Dominance,Site
3420.08,-0.5588356994753404,minElev,Exotic Dominance,Site
0.015818108,1.7391294366763355,entropy,Exotic Dominance,Structure
0.032988579719999994,1.7391294366763355,entropy,Exotic Dominance,Structure
0.05015905143999999,1.7395769070820526,entropy,Exotic Dominance,Structure
0.06732952315999999,1.738279763452173,entropy,Exotic Dominance,Structure
0.08449999487999998,1.7377252228027715,entropy,Exotic Dominance,Structure
0.10167046659999998,1.7395554504360529,entropy,Exotic Dominance,Structure
0.11884093831999998,1.744575743420796,entropy,Exotic Dominance,Structure
0.13601141003999997,1.6896698730849669,entropy,Exotic Dominance,Structure
0.15318188175999997,1.6894769488387957,entropy,Exotic Dominance,Structure
0.17035235347999997,1.674188500770079,entropy,Exotic Dominance,Structure
0.18752282519999997,1.6685098427593146,entropy,Exotic Dominance,Structure
0.20469329691999996,1.6704158035059564,entropy,Exotic Dominance,Structure
0.22186376863999996,1.6907657663709157,entropy,Exotic Dominance,Structure
0.23903424035999996,1.670602544787352,entropy,Exotic Dominance,Structure
0.25620471207999995,1.6562538668791913,entropy,Exotic Dominance,Structure
0.2733751838,1.5426834848129938,entropy,Exotic Dominance,Structure
0.29054565551999995,1.4570994880135342,entropy,Exotic Dominance,Structure
0.3077161272399999,1.5065009988564664,entropy,Exotic Dominance,Structure
0.32488659895999994,0.5115796709609359,entropy,Exotic Dominance,Structure
0.34205707067999996,0.49909812675529097,entropy,Exotic Dominance,Structure
0.35922754239999993,0.4677536597406286,entropy,Exotic Dominance,Structure
0.3763980141199999,0.46133540235680814,entropy,Exotic Dominance,Structure
0.3935684858399999,0.37653421921537994,entropy,Exotic Dominance,Structure
0.41073895755999995,0.24953331858665104,entropy,Exotic Dominance,Structure
0.4279094292799999,0.17455613988200205,entropy,Exotic Dominance,Structure
0.4450799009999999,0.12881550162775104,entropy,Exotic Dominance,Structure
0.4622503727199999,0.026046728971324238,entropy,Exotic Dominance,Structure
0.47942084443999994,-0.27836314510912635,entropy,Exotic Dominance,Structure
0.4965913161599999,-0.3591929753530213,entropy,Exotic Dominance,Structure
0.5137617878799999,-0.43721288122655805,entropy,Exotic Dominance,Structure
0.5309322596,-0.4588283267003531,entropy,Exotic Dominance,Structure
0.54810273132,-0.4860210034521628,entropy,Exotic Dominance,Structure
0.56527320304,-0.4974684527516337,entropy,Exotic Dominance,Structure
0.5824436747599999,-0.509687367105917,entropy,Exotic Dominance,Structure
0.5996141464799999,-0.5028067264284102,entropy,Exotic Dominance,Structure
0.6167846182,-0.49428602744408756,entropy,Exotic Dominance,Structure
0.6339550899199999,-0.4642642122858881,entropy,Exotic Dominance,Structure
0.6511255616399999,-0.4238560365948808,entropy,Exotic Dominance,Structure
0.66829603336,-0.4279376207458139,entropy,Exotic Dominance,Structure
0.68546650508,-0.3417443552734153,entropy,Exotic Dominance,Structure
0.7026369767999999,-0.3361267559233,entropy,Exotic Dominance,Structure
0.7198074485199999,-0.303643295567621,entropy,Exotic Dominance,Structure
0.7369779202399999,-0.2922189805936606,entropy,Exotic Dominance,Structure
0.7541483919599999,-0.27620131411269305,entropy,Exotic Dominance,Structure
0.7713188636799999,-0.23496389417701674,entropy,Exotic Dominance,Structure
0.7884893353999999,-0.17672838727987814,entropy,Exotic Dominance,Structure
0.80565980712,-0.1415651544914913,entropy,Exotic Dominance,Structure
0.8228302788399999,-0.1401844542757061,entropy,Exotic Dominance,Structure
0.8400007505599999,-0.14053492708338092,entropy,Exotic Dominance,Structure
0.8571712222799999,-0.12146804015443806,entropy,Exotic Dominance,Structure
0.874341694,-0.07084600502065999,entropy,Exotic Dominance,Structure
0.159553265,2.0796334891779584,vertCV,Exotic Dominance,Structure
0.20424935296,-0.46325353375032835,vertCV,Exotic Dominance,Structure
0.24894544091999998,-0.4896036392053801,vertCV,Exotic Dominance,Structure
0.29364152888,-0.5108720661071681,vertCV,Exotic Dominance,Structure
0.33833761683999997,-0.5027687706266744,vertCV,Exotic Dominance,Structure
0.3830337048,-0.38369043007819115,vertCV,Exotic Dominance,Structure
0.42772979276,-0.3377204197945928,vertCV,Exotic Dominance,Structure
0.47242588071999997,-0.3361656442277418,vertCV,Exotic Dominance,Structure
0.5171219686799999,-0.31498657362719473,vertCV,Exotic Dominance,Structure
0.56181805664,-0.304512684677649,vertCV,Exotic Dominance,Structure
0.6065141446,-0.28736154580027407,vertCV,Exotic Dominance,Structure
0.65121023256,-0.29751031603734646,vertCV,Exotic Dominance,Structure
0.69590632052,-0.21842644663172692,vertCV,Exotic Dominance,Structure
0.74060240848,-0.31340643470981555,vertCV,Exotic Dominance,Structure
0.7852984964399999,-0.2847010721205657,vertCV,Exotic Dominance,Structure
0.8299945844,-0.215975370808591,vertCV,Exotic Dominance,Structure
0.87469067236,-0.2192937885913303,vertCV,Exotic Dominance,Structure
0.91938676032,-0.21974853080304987,vertCV,Exotic Dominance,Structure
0.96408284828,-0.21685656117462238,vertCV,Exotic Dominance,Structure
1.00877893624,-0.21465057266622434,vertCV,Exotic Dominance,Structure
1.0534750242,-0.20576749378931328,vertCV,Exotic Dominance,Structure
1.09817111216,-0.20051379529906638,vertCV,Exotic Dominance,Structure
1.14286720012,-0.08784584103252985,vertCV,Exotic Dominance,Structure
1.18756328808,-0.11328392220379517,vertCV,Exotic Dominance,Structure
1.23225937604,-0.11403427744786425,vertCV,Exotic Dominance,Structure
1.276955464,-0.11624544983603229,vertCV,Exotic Dominance,Structure
1.32165155196,-0.1158952936700965,vertCV,Exotic Dominance,Structure
1.3663476399199999,-0.1158583118819121,vertCV,Exotic Dominance,Structure
1.4110437278799999,-0.11588992789038242,vertCV,Exotic Dominance,Structure
1.45573981584,-0.11561519407693502,vertCV,Exotic Dominance,Structure
1.5004359038,-0.11551274247728183,vertCV,Exotic Dominance,Structure
1.54513199176,-0.11487486815688337,vertCV,Exotic Dominance,Structure
1.58982807972,-0.11422331310172155,vertCV,Exotic Dominance,Structure
